Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
58805at7147	Complete	CM034720.1:11431655-11433049	11431655	11433049	+	322.3	182	https://www.orthodb.org/v10?query=58805at7147	syntaxin-6
58819at7147	Complete	CM034722.1:10028322-10029326	10028322	10029326	+	520.6	331	https://www.orthodb.org/v10?query=58819at7147	adenosine deaminase-like protein
58911at7147	Complete	CM034719.1:12841635-12842405	12841635	12842405	+	290.3	161	https://www.orthodb.org/v10?query=58911at7147	Phosphatidylethanolamine-binding protein
58926at7147	Complete	CM034719.1:18832044-18832824	18832044	18832824	+	234.2	149	https://www.orthodb.org/v10?query=58926at7147	RWD domain-containing protein 4
58965at7147	Complete	CM034719.1:12213383-12214396	12213383	12214396	+	278.7	183	https://www.orthodb.org/v10?query=58965at7147	peroxisomal biogenesis factor 19
59000at7147	Complete	CM034719.1:11134526-11133676	11134526	11133676	-	287.7	145	https://www.orthodb.org/v10?query=59000at7147	Ribosomal protein L6, alpha-beta domain
59033at7147	Complete	CM034722.1:11851896-11848837	11851896	11848837	-	192.7	94	https://www.orthodb.org/v10?query=59033at7147	methionine-R-sulfoxide reductase B1 isoform X1
59078at7147	Complete	CM034722.1:19471224-19470630	19471224	19470630	-	304.4	150	https://www.orthodb.org/v10?query=59078at7147	peroxiredoxin-5, mitochondrial
59085at7147	Complete	CM034719.1:8361599-8361012	8361599	8361012	-	293.1	153	https://www.orthodb.org/v10?query=59085at7147	Uncharacterized protein, isoform A
59202at7147	Complete	CM034722.1:26156604-26155143	26156604	26155143	-	409.8	274	https://www.orthodb.org/v10?query=59202at7147	syntaxin-18
59203at7147	Complete	CM034722.1:16460081-16463566	16460081	16463566	+	374.4	206	https://www.orthodb.org/v10?query=59203at7147	Uncharacterized protein, isoform A
59243at7147	Complete	CM034720.1:21677443-21669730	21677443	21669730	-	254.7	130	https://www.orthodb.org/v10?query=59243at7147	Peptidylprolyl isomerase
59276at7147	Complete	CM034722.1:28541758-28543392	28541758	28543392	+	328.0	309	https://www.orthodb.org/v10?query=59276at7147	sperm-associated antigen 1
59303at7147	Complete	CM034721.1:9591212-9590026	9591212	9590026	-	286.6	142	https://www.orthodb.org/v10?query=59303at7147	RNA-binding S4 domain
59338at7147	Complete	CM034720.1:10021076-10020309	10021076	10020309	-	199.7	172	https://www.orthodb.org/v10?query=59338at7147	U7 snRNA-associated Sm-like protein LSm11
59349at7147	Complete	CM034719.1:9061761-9062853	9061761	9062853	+	299.3	203	https://www.orthodb.org/v10?query=59349at7147	Tetraspanin
59352at7147	Complete	CM034720.1:17928645-17929475	17928645	17929475	+	380.2	227	https://www.orthodb.org/v10?query=59352at7147	Methyltransferase-like protein
59355at7147	Complete	CM034719.1:17505304-17504406	17505304	17504406	-	336.2	228	https://www.orthodb.org/v10?query=59355at7147	radial spoke head protein 9 homolog
59380at7147	Complete	CM034721.1:12329731-12328942	12329731	12328942	-	276.6	139	https://www.orthodb.org/v10?query=59380at7147	NADH dehydrogenase 
59386at7147	Complete	CM034721.1:11290761-11290069	11290761	11290069	-	198.1	132	https://www.orthodb.org/v10?query=59386at7147	uncharacterized protein LOC108099918
59387at7147	Complete	CM034719.1:20141694-20139918	20141694	20139918	-	400.6	245	https://www.orthodb.org/v10?query=59387at7147	uncharacterized protein LOC108382944
59417at7147	Complete	CM034720.1:10304604-10303758	10304604	10303758	-	290.1	187	https://www.orthodb.org/v10?query=59417at7147	Superoxide dismutase 
59419at7147	Complete	CM034721.1:16848813-16848065	16848813	16848065	-	219.3	173	https://www.orthodb.org/v10?query=59419at7147	syntaxin-8
59422at7147	Complete	CM034720.1:25170696-25172270	25170696	25172270	+	412.2	311	https://www.orthodb.org/v10?query=59422at7147	protein unzipped
59431at7147	Complete	CM034722.1:31770720-31769697	31770720	31769697	-	330.5	206	https://www.orthodb.org/v10?query=59431at7147	Pyridoxal phosphate homeostasis protein
59434at7147	Complete	CM034718.1:16903451-16901599	16903451	16901599	-	331.4	174	https://www.orthodb.org/v10?query=59434at7147	Adaptin ear-binding coat-associated protein 2
59482at7147	Complete	CM034720.1:17741910-17741386	17741910	17741386	-	279.7	145	https://www.orthodb.org/v10?query=59482at7147	60S ribosomal protein L18a
59531at7147	Complete	CM034719.1:15151486-15150586	15151486	15150586	-	254.0	179	https://www.orthodb.org/v10?query=59531at7147	Anamorsin homolog
59563at7147	Complete	CM034721.1:8598050-8596007	8598050	8596007	-	398.1	411	https://www.orthodb.org/v10?query=59563at7147	zinc finger CCCH domain-containing protein 3
59619at7147	Complete	CM034720.1:17988960-17991608	17988960	17991608	+	256.5	136	https://www.orthodb.org/v10?query=59619at7147	RGS domain
59636at7147	Complete	CM034720.1:24813582-24814396	24813582	24814396	+	296.9	154	https://www.orthodb.org/v10?query=59636at7147	NADH dehydrogenase 
59648at7147	Complete	CM034722.1:7333460-7334721	7333460	7334721	+	319.8	157	https://www.orthodb.org/v10?query=59648at7147	Signal peptidase complex catalytic subunit SEC11
59649at7147	Complete	CM034721.1:7368199-7367563	7368199	7367563	-	295.4	161	https://www.orthodb.org/v10?query=59649at7147	Ribosomal protein L18e/L15P
59650at7147	Complete	CM034719.1:5084983-5085654	5084983	5085654	+	204.4	124	https://www.orthodb.org/v10?query=59650at7147	Ankyrin repeat-containing domain
59651at7147	Complete	CM034720.1:24041433-24042462	24041433	24042462	+	230.6	132	https://www.orthodb.org/v10?query=59651at7147	NADH dehydrogenase 
59678at7147	Complete	CM034720.1:16783516-16781765	16783516	16781765	-	397.5	385	https://www.orthodb.org/v10?query=59678at7147	dolichol kinase
59700at7147	Complete	CM034722.1:10588292-10587402	10588292	10587402	-	149.9	137	https://www.orthodb.org/v10?query=59700at7147	U6 snRNA phosphodiesterase
59703at7147	Complete	CM034718.1:1429251-1428379	1429251	1428379	-	239.2	195	https://www.orthodb.org/v10?query=59703at7147	Protein kinase domain
59733at7147	Complete	CM034722.1:7004884-7006206	7004884	7006206	+	429.3	303	https://www.orthodb.org/v10?query=59733at7147	tRNA:m(4)X modification enzyme TRM13 homolog
59748at7147	Complete	CM034721.1:5945173-5945789	5945173	5945789	+	230.8	145	https://www.orthodb.org/v10?query=59748at7147	transmembrane protein 11 homolog, mitochondrial
59757at7147	Complete	CM034722.1:9340560-9341228	9340560	9341228	+	185.6	106	https://www.orthodb.org/v10?query=59757at7147	Small GTPase superfamily, ARF/SAR type
59768at7147	Complete	CM034721.1:6210071-6211133	6210071	6211133	+	359.8	203	https://www.orthodb.org/v10?query=59768at7147	GOLD domain
59777at7147	Complete	CM034722.1:31453879-31455195	31453879	31455195	+	380.9	194	https://www.orthodb.org/v10?query=59777at7147	40S ribosomal protein S8
59790at7147	Complete	CM034718.1:1911087-1911865	1911087	1911865	+	269.7	162	https://www.orthodb.org/v10?query=59790at7147	Mediator of RNA polymerase II transcription subunit 18
59792at7147	Complete	CM034722.1:19956055-19957339	19956055	19957339	+	359.8	199	https://www.orthodb.org/v10?query=59792at7147	Golgi SNAP receptor complex member 1
59822at7147	Complete	CM034719.1:23311792-23310468	23311792	23310468	-	342.0	241	https://www.orthodb.org/v10?query=59822at7147	splicing factor 45
59823at7147	Complete	CM034721.1:868719-870003	868719	870003	+	402.1	278	https://www.orthodb.org/v10?query=59823at7147	UPF0415 protein C7orf25 homolog
59843at7147	Complete	CM034718.1:11899205-11895582	11899205	11895582	-	216.2	133	https://www.orthodb.org/v10?query=59843at7147	Leucine-rich repeat
59846at7147	Fragmented	CM034722.1:26783324-26783731	26783324	26783731	+	204.9	102	https://www.orthodb.org/v10?query=59846at7147	Protein RER1
59859at7147	Complete	CM034718.1:4458058-4459107	4458058	4459107	+	308.0	162	https://www.orthodb.org/v10?query=59859at7147	Transmembrane emp24 domain-containing protein
59868at7147	Complete	CM034722.1:6208889-6209675	6208889	6209675	+	300.3	187	https://www.orthodb.org/v10?query=59868at7147	V-type ATPase subunit E
59872at7147	Complete	CM034722.1:16745171-16746011	16745171	16746011	+	204.3	153	https://www.orthodb.org/v10?query=59872at7147	B9 domain-containing protein 1
59883at7147	Complete	CM034721.1:9450784-9451545	9450784	9451545	+	326.9	188	https://www.orthodb.org/v10?query=59883at7147	ribosome-recycling factor, mitochondrial
59918at7147	Complete	CM034720.1:23225918-23225343	23225918	23225343	-	212.5	152	https://www.orthodb.org/v10?query=59918at7147	L(2)-PA
59944at7147	Complete	CM034718.1:19064290-19067307	19064290	19067307	+	328.2	170	https://www.orthodb.org/v10?query=59944at7147	Dual specificity phosphatase
60000at7147	Complete	CM034718.1:15534268-15531926	15534268	15531926	-	345.0	259	https://www.orthodb.org/v10?query=60000at7147	Secretory carrier-associated membrane protein
60059at7147	Complete	CM034721.1:12995306-12994387	12995306	12994387	-	222.9	210	https://www.orthodb.org/v10?query=60059at7147	hsp70 nucleotide exchange factor fes1
60061at7147	Complete	CM034721.1:8088969-8090110	8088969	8090110	+	444.5	287	https://www.orthodb.org/v10?query=60061at7147	UBX domain
60064at7147	Complete	CM034722.1:8947042-8944906	8947042	8944906	-	448.3	255	https://www.orthodb.org/v10?query=60064at7147	Genetic suppressor element-like
60077at7147	Complete	CM034721.1:9457370-9456706	9457370	9456706	-	187.1	107	https://www.orthodb.org/v10?query=60077at7147	2Fe-2S ferredoxin-like superfamily
60099at7147	Complete	CM034718.1:9110641-9111425	9110641	9111425	+	369.4	177	https://www.orthodb.org/v10?query=60099at7147	Small GTPase superfamily, ARF/SAR type
60106at7147	Complete	CM034718.1:7187180-7186079	7187180	7186079	-	322.1	174	https://www.orthodb.org/v10?query=60106at7147	protein unc-119 homolog
60108at7147	Complete	CM034719.1:13924046-13925033	13924046	13925033	+	268.9	169	https://www.orthodb.org/v10?query=60108at7147	UPF0428 protein CG16865
60136at7147	Complete	CM034721.1:5242534-5241459	5242534	5241459	-	367.3	224	https://www.orthodb.org/v10?query=60136at7147	Short-chain dehydrogenase/reductase, conserved site
60161at7147	Complete	CM034719.1:19177229-19177885	19177229	19177885	+	283.5	164	https://www.orthodb.org/v10?query=60161at7147	Calcium load-activated calcium channel
60173at7147	Fragmented	CM034722.1:33370098-33370758	33370098	33370758	+	174.0	119	https://www.orthodb.org/v10?query=60173at7147	nucleolar protein 16
60178at7147	Complete	CM034720.1:15887544-15886002	15887544	15886002	-	457.5	379	https://www.orthodb.org/v10?query=60178at7147	protein Cep89 homolog
60191at7147	Complete	CM034720.1:9084621-9083966	9084621	9083966	-	176.7	115	https://www.orthodb.org/v10?query=60191at7147	MRG/MORF4L-binding protein
60195at7147	Complete	CM034722.1:17942571-17940821	17942571	17940821	-	186.3	162	https://www.orthodb.org/v10?query=60195at7147	G patch domain and KOW motifs-containing protein
60225at7147	Complete	CM034721.1:12711821-12712420	12711821	12712420	+	294.6	152	https://www.orthodb.org/v10?query=60225at7147	ubiquitin-conjugating enzyme E2 C
60232at7147	Complete	CM034721.1:16222362-16223166	16222362	16223166	+	322.1	145	https://www.orthodb.org/v10?query=60232at7147	Small GTPase superfamily, ARF/SAR type
60267at7147	Complete	CM034720.1:17073703-17074458	17073703	17074458	+	320.5	183	https://www.orthodb.org/v10?query=60267at7147	Translation elongation factor EF1B, beta/delta chains, conserved site
60271at7147	Complete	CM034719.1:16379423-16378372	16379423	16378372	-	308.3	184	https://www.orthodb.org/v10?query=60271at7147	transmembrane protein 147
60370at7147	Complete	CM034722.1:25323044-25324071	25323044	25324071	+	384.7	212	https://www.orthodb.org/v10?query=60370at7147	dnaJ homolog subfamily C member 8
60396at7147	Complete	CM034720.1:13348305-13347829	13348305	13347829	-	214.6	112	https://www.orthodb.org/v10?query=60396at7147	uncharacterized protein LOC108965210
60405at7147	Complete	CM034722.1:10978577-10977792	10978577	10977792	-	215.2	152	https://www.orthodb.org/v10?query=60405at7147	protein NDUFAF4 homolog
60422at7147	Complete	CM034721.1:17769740-17768982	17769740	17768982	-	198.2	172	https://www.orthodb.org/v10?query=60422at7147	DNA-directed RNA polymerase III subunit RPC7
60436at7147	Complete	CM034718.1:9322439-9321600	9322439	9321600	-	277.1	188	https://www.orthodb.org/v10?query=60436at7147	protein CWC15 homolog
60441at7147	Complete	CM034720.1:2774170-2698118	2774170	2698118	-	146.6	95	https://www.orthodb.org/v10?query=60441at7147	gamma-interferon-inducible lysosomal thiol reductase
60480at7147	Complete	CM034722.1:16594229-16593107	16594229	16593107	-	368.2	299	https://www.orthodb.org/v10?query=60480at7147	FK506-binding protein
60511at7147	Complete	CM034719.1:527463-528095	527463	528095	+	269.8	150	https://www.orthodb.org/v10?query=60511at7147	Small GTPase superfamily, ARF/SAR type
60518at7147	Complete	CM034720.1:10023713-10022860	10023713	10022860	-	354.2	192	https://www.orthodb.org/v10?query=60518at7147	vesicle-associated membrane protein 7
60572at7147	Complete	CM034718.1:13341234-13341815	13341234	13341815	+	334.3	170	https://www.orthodb.org/v10?query=60572at7147	peroxiredoxin 1
60606at7147	Complete	CM034721.1:3932609-3934016	3932609	3934016	+	232.2	179	https://www.orthodb.org/v10?query=60606at7147	uncharacterized protein LOC108041439
60624at7147	Complete	CM034721.1:11369260-11368500	11369260	11368500	-	333.5	182	https://www.orthodb.org/v10?query=60624at7147	uncharacterized protein LOC106626132
60696at7147	Complete	CM034719.1:12826978-12827730	12826978	12827730	+	285.0	168	https://www.orthodb.org/v10?query=60696at7147	PITH domain
60700at7147	Complete	CM034718.1:8211334-8209839	8211334	8209839	-	350.3	213	https://www.orthodb.org/v10?query=60700at7147	Short-chain dehydrogenase
60714at7147	Complete	CM034722.1:32859620-32860660	32859620	32860660	+	404.6	257	https://www.orthodb.org/v10?query=60714at7147	probable rRNA-processing protein EBP2 homolog
60733at7147	Complete	CM034722.1:13712105-13713210	13712105	13713210	+	274.1	137	https://www.orthodb.org/v10?query=60733at7147	sorting nexin-12
60761at7147	Complete	CM034720.1:18296614-18295865	18296614	18295865	-	247.5	151	https://www.orthodb.org/v10?query=60761at7147	thymidylate kinase
60835at7147	Complete	CM034722.1:16475150-16475844	16475150	16475844	+	187.8	135	https://www.orthodb.org/v10?query=60835at7147	diamine acetyltransferase 2
60845at7147	Complete	CM034721.1:17964564-17963484	17964564	17963484	-	387.8	217	https://www.orthodb.org/v10?query=60845at7147	Charged multivesicular body protein 5
60879at7147	Fragmented	CM034722.1:32901367-32902101	32901367	32902101	+	184.5	153	https://www.orthodb.org/v10?query=60879at7147	protein spindle-F
60890at7147	Complete	CM034718.1:16696477-16697294	16696477	16697294	+	305.8	152	https://www.orthodb.org/v10?query=60890at7147	ubiquitin-conjugating enzyme E2 G2
60950at7147	Complete	CM034721.1:3642123-3643274	3642123	3643274	+	353.0	252	https://www.orthodb.org/v10?query=60950at7147	endothelial lipase
60953at7147	Complete	CM034722.1:9653759-9654802	9653759	9654802	+	339.0	246	https://www.orthodb.org/v10?query=60953at7147	putative transferase CAF17 homolog, mitochondrial
60957at7147	Complete	CM034721.1:12384980-12383876	12384980	12383876	-	377.7	269	https://www.orthodb.org/v10?query=60957at7147	WD40-repeat-containing domain
60975at7147	Complete	CM034722.1:21478030-21478613	21478030	21478613	+	316.3	154	https://www.orthodb.org/v10?query=60975at7147	Calponin
60981at7147	Complete	CM034721.1:16932014-16930389	16932014	16930389	-	280.8	146	https://www.orthodb.org/v10?query=60981at7147	coatomer subunit zeta-1
61002at7147	Complete	CM034720.1:5830403-5831194	5830403	5831194	+	367.1	196	https://www.orthodb.org/v10?query=61002at7147	PMP-22/EMP/MP20/Claudin superfamily
61012at7147	Complete	CM034722.1:31641844-31641254	31641844	31641254	-	269.7	167	https://www.orthodb.org/v10?query=61012at7147	Dual specificity phosphatase
61027at7147	Complete	CM034720.1:19433155-19434123	19433155	19434123	+	226.9	178	https://www.orthodb.org/v10?query=61027at7147	protein windbeutel
61047at7147	Complete	CM034720.1:8814699-8815272	8814699	8815272	+	228.0	152	https://www.orthodb.org/v10?query=61047at7147	ESCRT-II complex, Vps25 subunit
61145at7147	Complete	CM034718.1:6648657-6647304	6648657	6647304	-	303.7	156	https://www.orthodb.org/v10?query=61145at7147	Ribosomal protein L22/L17
61154at7147	Complete	CM034722.1:18370731-18371666	18370731	18371666	+	277.4	151	https://www.orthodb.org/v10?query=61154at7147	Ribosomal protein S11
61165at7147	Complete	CM034718.1:11758724-11761461	11758724	11761461	+	267.0	151	https://www.orthodb.org/v10?query=61165at7147	Karl, putative
61185at7147	Complete	CM034721.1:1362717-1363559	1362717	1363559	+	275.2	164	https://www.orthodb.org/v10?query=61185at7147	Protein Iojap/ribosomal silencing factor RsfS
61280at7147	Complete	CM034719.1:9957518-9958489	9957518	9958489	+	354.4	223	https://www.orthodb.org/v10?query=61280at7147	alpha-ketoglutarate-dependent dioxygenase alkB homolog 4
61291at7147	Complete	CM034720.1:16405056-16403392	16405056	16403392	-	222.8	180	https://www.orthodb.org/v10?query=61291at7147	dnaJ homolog subfamily B member 2 isoform X1
